,tract,serial_number,repeat_index,num_people,household_income,num_vehicles
0,200,3474,0,1,<=40000,1
1,200,5235,0,3,<=40000,2
2,200,5235,1,3,40000+,3
3,200,9650,0,3,40000+,2
4,200,11823,0,4+,40000+,3
5,200,12471,0,2,<=40000,2
6,200,13236,0,3,<=40000,2
7,200,14113,0,1,<=40000,0
8,200,15838,0,2,<=40000,2
9,200,17212,0,1,<=40000,2
10,200,17569,0,1,<=40000,1
11,200,17569,1,1,<=40000,0
12,200,17569,2,1,<=40000,1
13,200,19392,0,3,40000+,2
14,200,19641,0,1,40000+,1
15,200,19727,0,1,40000+,1
16,200,19727,1,1,<=40000,1
17,200,21395,0,3,40000+,2
18,200,25419,0,4+,40000+,2
19,200,25494,0,2,40000+,1
20,200,34086,0,2,40000+,1
21,200,34548,0,1,40000+,1
22,200,37783,0,4+,40000+,3
23,200,55887,0,3,40000+,2
24,200,58854,0,1,<=40000,2
25,200,60246,0,1,<=40000,1
26,200,68055,0,1,<=40000,1
27,200,69334,0,1,<=40000,0
28,200,74086,0,2,40000+,1
29,200,89938,0,2,40000+,2
30,200,94192,0,3,<=40000,3
31,200,100720,0,2,40000+,2
32,200,101072,0,3,40000+,3
33,200,106850,0,1,<=40000,1
34,200,106850,1,1,<=40000,1
35,200,108570,0,1,40000+,1
36,200,108713,0,1,<=40000,0
37,200,108713,1,1,<=40000,0
38,200,108713,2,1,<=40000,1
39,200,108713,3,1,<=40000,1
40,200,111438,0,3,40000+,4
41,200,114403,0,2,40000+,1
42,200,117418,0,1,<=40000,1
43,200,119550,0,4+,40000+,2
44,200,123637,0,2,40000+,1
45,200,123898,0,2,40000+,2
46,200,124445,0,3,<=40000,1
47,200,124463,0,1,<=40000,0
48,200,124463,1,1,<=40000,1
49,200,124463,2,1,<=40000,1
50,200,127258,0,3,40000+,5
51,200,129617,0,1,<=40000,1
52,200,129617,1,1,<=40000,1
53,200,129950,0,3,40000+,2
54,200,130242,0,2,40000+,2
55,200,131853,0,1,<=40000,2
56,200,133002,0,1,<=40000,1
57,200,139920,0,3,40000+,2
58,200,144453,0,2,<=40000,1
59,200,146412,0,1,40000+,1
60,200,148513,0,1,40000+,1
61,200,148513,1,1,<=40000,1
62,200,153452,0,1,40000+,1
63,200,155405,0,2,40000+,2
64,200,156136,0,1,<=40000,1
65,200,156136,1,1,<=40000,1
66,200,160877,0,2,40000+,2
67,200,161490,0,2,40000+,2
68,200,166996,0,2,<=40000,0
69,200,166996,1,2,<=40000,4
70,200,168614,0,2,40000+,1
71,200,172351,0,2,40000+,1
72,200,181028,0,1,40000+,2
73,200,181028,1,1,<=40000,1
74,200,181028,2,1,<=40000,1
75,200,181028,3,1,40000+,2
76,200,182464,0,1,<=40000,1
77,200,184841,0,2,40000+,2
78,200,184841,1,2,40000+,2
79,200,184841,2,2,40000+,0
80,200,186167,0,2,<=40000,1
81,200,186167,1,2,<=40000,2
82,200,187735,0,1,40000+,1
83,200,191073,0,1,<=40000,1
84,200,191073,1,1,40000+,1
85,200,191073,2,1,<=40000,1
86,200,191073,3,1,<=40000,1
87,200,191073,4,1,40000+,1
88,200,191528,0,3,40000+,6
89,200,193749,0,2,<=40000,2
90,200,196691,0,2,<=40000,3
91,200,198515,0,3,40000+,2
92,200,199107,0,1,<=40000,1
93,200,199107,1,1,<=40000,1
94,200,199107,2,1,40000+,1
95,200,203643,0,3,<=40000,2
96,200,204862,0,1,<=40000,1
97,200,204862,1,1,40000+,1
98,200,208427,0,1,<=40000,1
99,200,209408,0,1,<=40000,0
100,200,209408,1,1,<=40000,1
101,200,216007,0,1,<=40000,1
102,200,216007,1,1,<=40000,2
103,200,216225,0,4+,40000+,3
104,200,221361,0,4+,40000+,3
105,200,224039,0,2,<=40000,0
106,200,225487,0,2,40000+,2
107,200,227059,0,2,40000+,4
108,200,229382,0,1,<=40000,1
109,200,229382,1,1,<=40000,1
110,200,229382,2,1,<=40000,2
111,200,229382,3,1,<=40000,1
112,200,236622,0,1,<=40000,1
113,200,236622,1,1,40000+,0
114,200,241143,0,2,40000+,2
115,200,241143,1,2,40000+,2
116,200,242704,0,2,<=40000,2
117,200,243207,0,3,40000+,1
118,200,244732,0,2,40000+,1
119,200,246096,0,2,40000+,2
120,200,247028,0,2,40000+,1
121,200,247683,0,1,<=40000,1
122,200,248999,0,4+,40000+,2
123,200,249365,0,1,40000+,1
124,200,249887,0,1,40000+,1
125,200,252645,0,1,<=40000,0
126,200,252645,1,1,<=40000,1
127,200,254904,0,2,40000+,2
128,200,255555,0,1,<=40000,0
129,200,255555,1,1,40000+,0
130,200,255555,2,1,<=40000,1
131,200,255860,0,1,40000+,1
132,200,263931,0,3,40000+,1
133,200,270215,0,2,40000+,1
134,200,272665,0,1,<=40000,1
135,200,281618,0,1,40000+,1
136,200,282514,0,1,<=40000,4
137,200,282514,1,1,<=40000,1
138,200,282559,0,2,40000+,1
139,200,282559,1,2,<=40000,2
140,200,290122,0,3,40000+,2
141,200,294231,0,1,40000+,0
142,200,294231,1,1,<=40000,1
143,200,298154,0,2,40000+,2
144,200,305981,0,1,<=40000,1
145,200,308544,0,1,<=40000,1
146,200,316863,0,1,40000+,2
147,200,317190,0,3,40000+,2
148,200,317190,1,3,<=40000,6
149,200,319878,0,2,40000+,1
150,200,319878,1,2,40000+,2
151,200,319878,2,2,40000+,2
152,200,320216,0,1,<=40000,1
153,200,321561,0,1,40000+,1
154,200,321844,0,3,40000+,3
155,200,329100,0,3,40000+,1
156,200,329100,1,3,<=40000,4
157,200,329100,2,3,40000+,2
158,200,331848,0,3,40000+,3
159,200,337716,0,1,<=40000,1
160,200,338729,0,4+,<=40000,2
161,200,340363,0,1,<=40000,1
162,200,340363,1,1,<=40000,1
163,200,342884,0,2,<=40000,2
164,200,342898,0,1,40000+,1
165,200,342898,1,1,40000+,2
166,200,342898,2,1,<=40000,1
167,200,342898,3,1,40000+,1
168,200,342898,4,1,<=40000,2
169,200,353200,0,1,<=40000,2
170,200,353286,0,3,<=40000,2
171,200,353998,0,2,40000+,1
172,200,353998,1,2,<=40000,1
173,200,359793,0,4+,40000+,1
174,200,360543,0,1,40000+,1
175,200,360543,1,1,<=40000,1
176,200,360543,2,1,40000+,1
177,200,360543,3,1,<=40000,0
178,200,363520,0,4+,40000+,2
179,200,365933,0,2,<=40000,3
180,200,366032,0,3,40000+,1
181,200,367122,0,2,<=40000,2
182,200,367423,0,2,40000+,2
183,200,372621,0,4+,40000+,3
184,200,381196,0,2,40000+,2
185,200,383209,0,1,<=40000,1
186,200,392051,0,1,<=40000,0
187,200,397081,0,3,40000+,2
188,200,397941,0,1,40000+,2
189,200,401647,0,4+,40000+,2
190,200,406595,0,2,40000+,3
191,200,408712,0,3,40000+,2
192,200,413167,0,1,<=40000,1
193,200,413167,1,1,<=40000,2
194,200,413167,2,1,40000+,2
195,200,421506,0,2,40000+,2
196,200,421506,1,2,40000+,1
197,200,422792,0,2,40000+,2
198,200,432248,0,1,<=40000,1
199,200,432407,0,2,<=40000,0
200,200,439233,0,2,40000+,1
201,200,445166,0,1,<=40000,1
202,200,446354,0,2,<=40000,4
203,200,450105,0,4+,40000+,1
204,200,451376,0,2,<=40000,3
205,200,453888,0,2,<=40000,2
206,200,453888,1,2,40000+,2
207,200,453888,2,2,40000+,2
208,200,454592,0,2,<=40000,1
209,200,457690,0,1,40000+,0
210,200,458908,0,2,<=40000,2
211,200,464963,0,3,40000+,2
212,200,471835,0,1,<=40000,1
213,200,474890,0,2,40000+,2
214,200,476053,0,3,40000+,6
215,200,478596,0,1,<=40000,1
216,200,485050,0,4+,<=40000,3
217,200,490673,0,1,40000+,1
218,200,490673,1,1,40000+,1
219,200,490706,0,2,40000+,1
220,200,493930,0,1,40000+,1
221,200,493930,1,1,<=40000,1
222,200,496589,0,2,40000+,2
223,200,497543,0,2,40000+,1
224,200,499593,0,2,<=40000,0
225,200,502833,0,1,<=40000,1
226,200,502833,1,1,<=40000,1
227,200,503319,0,2,<=40000,2
228,200,504469,0,3,40000+,2
229,200,505201,0,1,<=40000,0
230,200,506802,0,2,<=40000,1
231,200,506802,1,2,40000+,2
232,200,509129,0,1,<=40000,1
233,200,509479,0,4+,40000+,3
234,200,510319,0,2,<=40000,2
235,200,512238,0,2,40000+,2
236,200,512238,1,2,40000+,2
237,200,513251,0,2,40000+,2
238,200,515020,0,1,<=40000,0
239,200,516133,0,1,<=40000,1
240,200,516133,1,1,40000+,1
241,200,518110,0,4+,40000+,4
242,200,519592,0,2,40000+,1
243,200,521800,0,2,40000+,2
244,200,525274,0,2,40000+,2
245,200,525274,1,2,40000+,2
246,200,525274,2,2,<=40000,2
247,200,527687,0,2,<=40000,2
248,200,531179,0,2,40000+,1
249,200,535887,0,1,40000+,1
250,200,539871,0,2,40000+,2
251,200,545706,0,3,40000+,3
252,200,545910,0,3,40000+,2
253,200,546469,0,2,40000+,2
254,200,546469,1,2,<=40000,3
255,200,546469,2,2,40000+,3
256,200,546469,3,2,<=40000,2
257,200,550832,0,2,<=40000,2
258,200,551921,0,3,40000+,3
259,200,553457,0,1,<=40000,1
260,200,560091,0,3,<=40000,3
261,200,563015,0,3,40000+,3
262,200,563718,0,2,40000+,1
263,200,564818,0,2,40000+,2
264,200,566353,0,4+,40000+,1
265,200,566489,0,1,40000+,2
266,200,569745,0,3,40000+,4
267,200,574278,0,3,40000+,2
268,200,575324,0,2,<=40000,1
269,200,578782,0,1,<=40000,3
270,200,579627,0,1,<=40000,2
271,200,581259,0,2,40000+,2
272,200,582340,0,1,<=40000,1
273,200,591402,0,1,40000+,0
274,200,591402,1,1,<=40000,2
275,200,591657,0,1,40000+,1
276,200,592066,0,3,<=40000,2
277,200,592629,0,4+,40000+,1
278,200,593541,0,2,<=40000,2
279,200,595345,0,3,40000+,3
280,200,595345,1,3,<=40000,3
281,200,595345,2,3,40000+,2
282,200,599563,0,2,40000+,2
283,200,600551,0,2,40000+,2
284,200,600551,1,2,40000+,2
285,200,602759,0,1,<=40000,0
286,200,610626,0,1,<=40000,1
287,200,612991,0,4+,40000+,4
288,200,613880,0,1,<=40000,1
289,200,614376,0,1,<=40000,1
290,200,615375,0,1,<=40000,1
291,200,615441,0,2,40000+,2
292,200,615830,0,3,<=40000,2
293,200,619575,0,2,40000+,1
294,200,619575,1,2,40000+,1
295,200,619575,2,2,40000+,2
296,200,619848,0,1,<=40000,1
297,200,627512,0,2,40000+,1
298,200,627512,1,2,40000+,4
299,200,628816,0,3,40000+,1
300,200,634731,0,1,<=40000,1
301,200,636523,0,1,<=40000,1
302,200,643309,0,1,<=40000,1
303,200,643309,1,1,40000+,1
304,200,646288,0,1,<=40000,1
305,200,646288,1,1,<=40000,1
306,200,652483,0,1,40000+,1
307,200,652483,1,1,<=40000,2
308,200,660577,0,2,40000+,1
309,200,661565,0,3,40000+,3
310,200,662110,0,1,<=40000,1
311,200,662110,1,1,<=40000,2
312,200,664681,0,2,40000+,1
313,200,668001,0,4+,40000+,1
314,200,670275,0,2,40000+,4
315,200,670723,0,4+,40000+,1
316,200,672269,0,4+,40000+,2
317,200,673564,0,2,40000+,2
318,200,677684,0,2,40000+,4
319,200,679484,0,1,<=40000,0
320,200,679484,1,1,<=40000,1
321,200,679484,2,1,<=40000,1
322,200,679484,3,1,<=40000,0
323,200,680086,0,1,<=40000,1
324,200,680086,1,1,<=40000,1
325,200,681611,0,2,40000+,1
326,200,684474,0,3,40000+,3
327,200,688412,0,2,40000+,2
328,200,688412,1,2,40000+,0
329,200,692246,0,2,<=40000,1
330,200,692530,0,2,<=40000,0
331,200,696446,0,3,<=40000,1
332,200,699417,0,1,40000+,1
333,200,699417,1,1,40000+,1
334,200,703796,0,1,<=40000,1
335,200,704643,0,2,40000+,1
336,200,704643,1,2,40000+,0
337,200,709398,0,1,<=40000,1
338,200,712309,0,2,<=40000,3
339,200,712352,0,2,40000+,1
340,200,713342,0,4+,40000+,3
341,200,722943,0,4+,40000+,2
342,200,725451,0,1,<=40000,1
343,200,725451,1,1,<=40000,1
