,tract,serial_number,repeat_index,num_people,household_income,num_vehicles
0,200,2010000003705,0,4+,40000+,6
1,200,2010000013619,0,2,40000+,2
2,200,2010000018713,0,2,40000+,2
3,200,2010000039253,0,4+,<=40000,4
4,200,2010000071780,0,2,<=40000,2
5,200,2010000075688,0,1,<=40000,1
6,200,2010000079098,0,3,<=40000,3
7,200,2010000100774,0,3,40000+,2
8,200,2010000101912,0,2,<=40000,2
9,200,2010000105896,0,2,<=40000,0
10,200,2010000113459,0,1,40000+,1
11,200,2010000115416,0,1,40000+,1
12,200,2010000127636,0,2,40000+,2
13,200,2010000129622,0,1,<=40000,2
14,200,2010000132569,0,2,40000+,2
15,200,2010000135392,0,2,40000+,2
16,200,2010000138674,0,2,<=40000,0
17,200,2010000140487,0,2,40000+,2
18,200,2010000149937,0,2,<=40000,2
19,200,2010000159940,0,2,40000+,0
20,200,2010000166991,0,2,<=40000,2
21,200,2010000168120,0,2,40000+,2
22,200,2010000207623,0,1,<=40000,1
23,200,2010000229858,0,4+,40000+,1
24,200,2010000231324,0,1,<=40000,1
25,200,2010000245878,0,2,40000+,2
26,200,2010000246783,0,1,<=40000,0
27,200,2010000248611,0,1,<=40000,1
28,200,2010000255787,0,3,40000+,1
29,200,2010000256549,0,3,40000+,3
30,200,2010000259689,0,3,<=40000,1
31,200,2010000259906,0,1,40000+,0
32,200,2010000274399,0,1,40000+,1
33,200,2010000296221,0,1,40000+,1
34,200,2010000297324,0,3,<=40000,2
35,200,2010000300255,0,2,<=40000,2
36,200,2010000302600,0,1,<=40000,2
37,200,2010000304448,0,1,<=40000,1
38,200,2010000314343,0,1,<=40000,1
39,200,2010000314343,1,1,40000+,1
40,200,2010000326715,0,1,<=40000,1
41,200,2010000332238,0,2,40000+,1
42,200,2010000339193,0,2,40000+,1
43,200,2010000344364,0,2,<=40000,2
44,200,2010000346501,0,3,40000+,2
45,200,2010000347953,0,1,<=40000,1
46,200,2010000370069,0,3,<=40000,0
47,200,2010000373798,0,1,<=40000,2
